"","TF_Name","MORA","HOMER","AME","PSCAN","BART2","LISA2","Num_Yes","Conf_lvl_ranks"
"566","ZNF266",1,0,0,0,0,0,1,5
"567","ZNF281",0,0,1,0,0,0,1,5
"568","ZNF283",0,0,1,0,0,0,1,5
"569","ZNF284",0,0,1,0,0,0,1,5
"570","ZNF287",0,0,1,0,0,0,1,5
"571","ZNF3",0,0,1,0,0,0,1,5
"572","ZNF30",0,0,1,0,0,0,1,5
"573","ZNF300",0,0,1,0,0,0,1,5
"574","ZNF304",0,0,1,0,0,0,1,5
"575","ZNF32",1,0,0,0,0,0,1,5
"576","ZNF324",1,0,0,0,0,0,1,5
"577","ZNF331",1,0,0,0,0,0,1,5
"578","ZNF335",0,0,0,0,1,0,1,5
"579","ZNF33B",1,0,0,0,0,0,1,5
"580","ZNF34",0,0,1,0,0,0,1,5
"581","ZNF350",0,0,0,0,0,1,1,5
"582","ZNF354A",1,0,0,0,0,0,1,5
"583","ZNF354B",1,0,0,0,0,0,1,5
"584","ZNF354C",0,0,1,0,0,0,1,5
"585","ZNF37A",0,0,1,0,0,0,1,5
"586","ZNF383",0,0,1,0,0,0,1,5
"587","ZNF394",0,0,1,0,0,0,1,5
"588","ZNF398",0,0,1,0,0,0,1,5
"589","ZNF415",0,0,1,0,0,0,1,5
"590","ZNF417",0,0,1,0,0,0,1,5
"591","ZNF425",0,0,0,0,1,0,1,5
"592","ZNF432",0,0,1,0,0,0,1,5
"593","ZNF441",0,0,1,0,0,0,1,5
"594","ZNF443",0,0,1,0,0,0,1,5
"595","ZNF444",0,0,1,0,0,0,1,5
"596","ZNF45",1,0,0,0,0,0,1,5
"597","ZNF454",0,0,1,0,0,0,1,5
"598","ZNF460",0,0,1,0,0,0,1,5
"599","ZNF479",0,0,0,0,1,0,1,5
"600","ZNF480",0,0,1,0,0,0,1,5
"601","ZNF483",1,0,0,0,0,0,1,5
"602","ZNF484",0,0,1,0,0,0,1,5
"603","ZNF486",0,0,0,0,0,1,1,5
"604","ZNF487",0,0,1,0,0,0,1,5
"605","ZNF492",0,0,1,0,0,0,1,5
"606","ZNF496",0,0,1,0,0,0,1,5
"607","ZNF513",0,0,1,0,0,0,1,5
"608","ZNF527",0,0,1,0,0,0,1,5
"609","ZNF530",0,0,1,0,0,0,1,5
"610","ZNF543",0,0,1,0,0,0,1,5
"611","ZNF547",1,0,0,0,0,0,1,5
"612","ZNF549",0,0,0,0,0,1,1,5
"613","ZNF557",0,0,1,0,0,0,1,5
"614","ZNF558",0,0,1,0,0,0,1,5
"615","ZNF561",1,0,0,0,0,0,1,5
"616","ZNF563",0,0,0,0,1,0,1,5
"617","ZNF566",0,0,1,0,0,0,1,5
"618","ZNF567",0,0,1,0,0,0,1,5
"619","ZNF570",0,0,1,0,0,0,1,5
"620","ZNF571",0,0,1,0,0,0,1,5
"621","ZNF573",1,0,0,0,0,0,1,5
"622","ZNF574",1,0,0,0,0,0,1,5
"623","ZNF580",0,0,1,0,0,0,1,5
"624","ZNF585A",0,0,1,0,0,0,1,5
"625","ZNF586",0,0,1,0,0,0,1,5
"626","ZNF587",1,0,0,0,0,0,1,5
"627","ZNF594",0,0,1,0,0,0,1,5
"628","ZNF596",0,0,1,0,0,0,1,5
"629","ZNF611",0,0,1,0,0,0,1,5
"630","ZNF613",0,0,1,0,0,0,1,5
"631","ZNF614",0,0,1,0,0,0,1,5
"632","ZNF616",0,0,1,0,0,0,1,5
"633","ZNF619",0,0,1,0,0,0,1,5
"634","ZNF626",1,0,0,0,0,0,1,5
"635","ZNF649",0,0,1,0,0,0,1,5
"636","ZNF662",0,0,1,0,0,0,1,5
"637","ZNF667",1,0,0,0,0,0,1,5
"638","ZNF669",1,0,0,0,0,0,1,5
"639","ZNF674",0,0,0,0,1,0,1,5
"640","ZNF677",0,0,1,0,0,0,1,5
"641","ZNF680",1,0,0,0,0,0,1,5
"642","ZNF681",0,0,1,0,0,0,1,5
"643","ZNF682",0,0,1,0,0,0,1,5
"644","ZNF684",1,0,0,0,0,0,1,5
"645","ZNF695",0,0,1,0,0,0,1,5
"646","ZNF704",1,0,0,0,0,0,1,5
"647","ZNF707",1,0,0,0,0,0,1,5
"648","ZNF713",0,0,1,0,0,0,1,5
"649","ZNF714",0,0,0,0,0,1,1,5
"650","ZNF716",0,0,1,0,0,0,1,5
"651","ZNF74",0,0,1,0,0,0,1,5
"652","ZNF740",0,0,0,1,0,0,1,5
"653","ZNF75A",1,0,0,0,0,0,1,5
"654","ZNF75D",1,0,0,0,0,0,1,5
"655","ZNF765",0,0,1,0,0,0,1,5
"656","ZNF766",0,0,0,0,0,1,1,5
"657","ZNF774",0,0,1,0,0,0,1,5
"658","ZNF776",0,0,1,0,0,0,1,5
"659","ZNF777",0,0,0,0,0,1,1,5
"660","ZNF780A",0,0,1,0,0,0,1,5
"661","ZNF785",0,0,1,0,0,0,1,5
"662","ZNF786",0,0,1,0,0,0,1,5
"663","ZNF787",1,0,0,0,0,0,1,5
"664","ZNF789",0,0,1,0,0,0,1,5
"665","ZNF79",0,0,1,0,0,0,1,5
"666","ZNF793",1,0,0,0,0,0,1,5
"667","ZNF8",0,0,1,0,0,0,1,5
"668","ZNF805",0,0,1,0,0,0,1,5
"669","ZNF823",0,0,1,0,0,0,1,5
"670","ZNF84",0,0,1,0,0,0,1,5
"671","ZNF846",0,0,1,0,0,0,1,5
"672","ZNF860",0,0,1,0,0,0,1,5
"673","ZNF879",0,0,1,0,0,0,1,5
"674","ZNF880",0,0,1,0,0,0,1,5
"675","ZNF891",0,0,1,0,0,0,1,5
"676","ZNF90",0,0,1,0,0,0,1,5
"677","ZNF98",0,0,1,0,0,0,1,5
"678","ZSCAN1",0,0,1,0,0,0,1,5
"679","ZSCAN16",0,0,1,0,0,0,1,5
"680","ZSCAN29",0,0,0,0,0,1,1,5
"681","ZSCAN30",0,0,1,0,0,0,1,5
"682","ZSCAN5",1,0,0,0,0,0,1,5
